sale_id,timestamp,book_id,title,author,genre,publisher,isbn,quantity,unit_price,discount_pct,discount_amount,total_amount,customer_id,customer_age,customer_gender,city,payment_method,channel,promo_code,returned,rating,stock_before,stock_after
3171,2023-11-14 14:39:56,B1011,Física Sem Medo,Laura S. Nunes,Fantasia,Nova Página,978-85-80010-3,1,30.97,0,0.0,30.97,C82803,40,F,Fortaleza,Pix,Loja Física,,False,,205,204
6806,2023-11-14 18:47:56,B1004,O Pintor de Almas,Guilherme Rocha,Não-Ficção,Editora Alfa,978-85-54597-4,2,29.79,0,0.0,59.58,C27814,41,M,São Paulo,Cartão de Crédito,E-commerce,,False,,396,394
1758,2023-11-14 22:29:33,B1014,Arte e Técnica,Pedro Monteiro,Romance,Luz & Letras,978-85-95909-7,2,59.99,5,3.0,113.98,C81011,30,O,Salvador,Cartão de Débito,Aplicativo Mobile,,False,2.0,475,473
949,2023-11-15 00:46:07,B1000,A História Perdida,Henrique Pires,Autoajuda,Nova Página,978-85-93810-1,3,20.37,0,0.0,61.11,C21829,19,O,Salvador,Dinheiro,Aplicativo Mobile,PROMO5,False,,154,151
8351,2023-11-15 03:39:42,B1007,Mistérios de Lisboa,Lucas Ferreira,Autoajuda,Editora Alfa,978-85-48427-9,1,105.92,0,0.0,105.92,C18405,36,O,São Paulo,Cartão de Débito,E-commerce,LANCAMENTO,False,,192,191
9758,2023-11-15 05:44:49,B1008,O Jardim das Palavras,Henrique Pires,Não-Ficção,Saber Press,978-85-16006-3,1,98.32,15,14.75,83.57,C49004,31,O,São Paulo,Pix,Aplicativo Mobile,VERAO10,False,,57,56
7772,2023-11-15 06:14:03,B1007,Mistérios de Lisboa,Lucas Ferreira,Autoajuda,Editora Alfa,978-85-48427-9,1,106.48,0,0.0,106.48,C10153,32,O,Recife,Cartão de Débito,Aplicativo Mobile,BLACKFRIDAY,False,,195,194
5559,2023-11-15 07:19:21,B1011,Física Sem Medo,Laura S. Nunes,Fantasia,Nova Página,978-85-80010-3,3,35.16,0,0.0,105.48,C43515,52,M,Curitiba,Pix,E-commerce,,False,,196,193
13,2023-11-15 07:55:34,B1009,Manual do Investidor,Clara M. Duarte,Culinária,Luz & Letras,978-85-46434-7,3,99.92,0,0.0,299.76,C85914,50,O,São Paulo,Pix,Loja Física,PROMO5,False,2.0,201,198
6890,2023-11-15 11:19:04,B1012,A Viagem Interior,Mariana Alves,Autoajuda,Editora Alfa,978-85-99733-5,2,116.53,0,0.0,233.06,C16069,33,O,Fortaleza,Cartão de Crédito,Aplicativo Mobile,PROMO5,False,,417,415
9793,2023-11-15 15:13:13,B1012,A Viagem Interior,Mariana Alves,Autoajuda,Editora Alfa,978-85-99733-5,2,103.83,20,20.77,166.12,C20032,24,O,Fortaleza,Pix,E-commerce,LANCAMENTO,False,,399,397
8607,2023-11-15 15:53:15,B1014,Arte e Técnica,Pedro Monteiro,Romance,Luz & Letras,978-85-95909-7,1,55.55,0,0.0,55.55,C11374,29,M,Porto Alegre,Boleto,Marketplace,,False,,478,477
1455,2023-11-15 16:46:30,B1016,Biografias Iluminadas,Sofia Amaral,Biografia,Editora Alfa,978-85-86484-6,2,52.87,0,0.0,105.74,C80851,60,F,Rio de Janeiro,Cartão de Crédito,Loja Física,BLACKFRIDAY,False,5.0,87,85
7907,2023-11-15 18:43:02,B1013,Design de Produtos,Lucas Ferreira,Culinária,Nova Página,978-85-51347-6,1,42.57,0,0.0,42.57,C86233,43,O,Belo Horizonte,Cartão de Crédito,Aplicativo Mobile,,False,,109,108
3175,2023-11-15 23:54:15,B1010,Contos da Estrada,Rafael Costa,Ciência,Nova Página,978-85-37460-4,1,99.12,0,0.0,99.12,C83866,34,O,São Paulo,Pix,Aplicativo Mobile,PROMO5,False,2.0,360,359
8382,2023-11-16 00:27:44,B1009,Manual do Investidor,Clara M. Duarte,Culinária,Luz & Letras,978-85-46434-7,3,76.36,10,7.64,206.16,C52965,40,O,São Paulo,Cartão de Crédito,Aplicativo Mobile,,False,5.0,194,191
3287,2023-11-16 00:31:01,B1000,A História Perdida,Henrique Pires,Autoajuda,Nova Página,978-85-93810-1,2,16.91,0,0.0,33.82,C12374,48,M,São Paulo,Cartão de Débito,Marketplace,PROMO5,False,,160,158
385,2023-11-16 03:45:01,B1012,A Viagem Interior,Mariana Alves,Autoajuda,Editora Alfa,978-85-99733-5,2,103.99,20,20.8,166.38,C81884,49,F,São Paulo,Pix,E-commerce,,False,3.0,397,395
7365,2023-11-16 06:37:12,B1013,Design de Produtos,Lucas Ferreira,Culinária,Nova Página,978-85-51347-6,2,45.14,20,9.03,72.22,C36862,29,M,Salvador,Dinheiro,E-commerce,BLACKFRIDAY,False,,117,115
2283,2023-11-16 08:28:16,B1005,Guia do Programador Prático,Lucas Ferreira,Técnico,Editora Alfa,978-85-59797-1,2,47.15,0,0.0,94.3,C10473,51,O,Belo Horizonte,Pix,Loja Física,LANCAMENTO,False,5.0,188,186
7487,2023-11-16 08:28:26,B1011,Física Sem Medo,Laura S. Nunes,Fantasia,Nova Página,978-85-80010-3,2,31.41,5,1.57,59.68,C13864,50,O,Fortaleza,Pix,Aplicativo Mobile,,False,,208,206
3241,2023-11-16 09:19:40,B1006,Cozinha em 30 Minutos,Ana Beatriz Lima,Não-Ficção,Mundo Editoral,978-85-70217-8,3,25.98,0,0.0,77.94,C79189,32,O,Curitiba,Dinheiro,E-commerce,VERAO10,False,,486,483
9182,2023-11-16 12:48:21,B1007,Mistérios de Lisboa,Lucas Ferreira,Autoajuda,Editora Alfa,978-85-48427-9,1,104.64,20,20.93,83.71,C55029,29,F,São Paulo,Cartão de Débito,Aplicativo Mobile,LANCAMENTO,False,,193,192
5451,2023-11-16 14:25:09,B1000,A História Perdida,Henrique Pires,Autoajuda,Nova Página,978-85-93810-1,3,19.11,0,0.0,57.33,C81839,26,O,Fortaleza,Dinheiro,Aplicativo Mobile,,False,,159,156
862,2023-11-16 16:46:44,B1000,A História Perdida,Henrique Pires,Autoajuda,Nova Página,978-85-93810-1,3,18.62,5,0.93,53.07,C72421,53,O,Fortaleza,Cartão de Débito,Loja Física,PROMO5,False,,156,153
3693,2023-11-16 16:50:40,B1008,O Jardim das Palavras,Henrique Pires,Não-Ficção,Saber Press,978-85-16006-3,3,101.16,5,5.06,288.3,C39936,42,F,Rio de Janeiro,Cartão de Crédito,E-commerce,PROMO5,False,,60,57
9843,2023-11-16 17:04:01,B1006,Cozinha em 30 Minutos,Ana Beatriz Lima,Não-Ficção,Mundo Editoral,978-85-70217-8,1,30.34,10,3.03,27.31,C85576,39,M,Belo Horizonte,Cartão de Crédito,Loja Física,,False,3.0,484,483
3338,2023-11-16 17:08:50,B1006,Cozinha em 30 Minutos,Ana Beatriz Lima,Não-Ficção,Mundo Editoral,978-85-70217-8,3,25.11,0,0.0,75.33,C65141,43,F,Belo Horizonte,Cartão de Crédito,E-commerce,PROMO5,False,,481,478
7152,2023-11-16 17:35:25,B1010,Contos da Estrada,Rafael Costa,Ciência,Nova Página,978-85-37460-4,3,95.03,5,4.75,270.84,C86023,34,F,Recife,Cartão de Débito,E-commerce,PROMO5,False,1.0,358,355
1954,2023-11-17 01:54:22,B1011,Física Sem Medo,Laura S. Nunes,Fantasia,Nova Página,978-85-80010-3,3,35.39,5,1.77,100.86,C53916,39,O,Salvador,Cartão de Crédito,E-commerce,VERAO10,False,,213,210
9522,2023-11-17 02:09:07,B1015,Romance em Fuga,Laura S. Nunes,Ciência,Saber Press,978-85-28301-3,2,78.11,0,0.0,156.22,C39653,45,F,Salvador,Dinheiro,E-commerce,VERAO10,False,,283,281
9058,2023-11-17 11:49:12,B1010,Contos da Estrada,Rafael Costa,Ciência,Nova Página,978-85-37460-4,1,82.93,30,24.88,58.05,C16001,43,M,Salvador,Pix,Aplicativo Mobile,PROMO5,False,5.0,362,361
4084,2023-11-17 12:30:25,B1011,Física Sem Medo,Laura S. Nunes,Fantasia,Nova Página,978-85-80010-3,2,32.03,0,0.0,64.06,C88272,34,M,São Paulo,Pix,Marketplace,,False,3.0,205,203
7709,2023-11-17 14:27:52,B1006,Cozinha em 30 Minutos,Ana Beatriz Lima,Não-Ficção,Mundo Editoral,978-85-70217-8,1,30.67,0,0.0,30.67,C74038,40,M,Curitiba,Cartão de Débito,Loja Física,,False,,484,483
7249,2023-11-17 15:08:30,B1006,Cozinha em 30 Minutos,Ana Beatriz Lima,Não-Ficção,Mundo Editoral,978-85-70217-8,1,23.88,15,3.58,20.3,C10054,38,O,Belo Horizonte,Dinheiro,Aplicativo Mobile,,False,1.0,490,489
4735,2023-11-17 15:25:35,B1008,O Jardim das Palavras,Henrique Pires,Não-Ficção,Saber Press,978-85-16006-3,1,85.89,5,4.29,81.6,C31782,28,O,Curitiba,Cartão de Débito,E-commerce,LANCAMENTO,False,3.0,58,57
5247,2023-11-17 15:39:42,B1016,Biografias Iluminadas,Sofia Amaral,Biografia,Editora Alfa,978-85-86484-6,2,56.99,0,0.0,113.98,C81673,17,O,Salvador,Cartão de Crédito,E-commerce,BLACKFRIDAY,False,5.0,86,84
4887,2023-11-17 17:51:14,B1002,Noites de Verão,Sofia Amaral,Autoajuda,Mundo Editoral,978-85-38657-3,3,62.83,0,0.0,188.49,C56034,33,F,Porto Alegre,Pix,E-commerce,VERAO10,False,1.0,27,24
184,2023-11-18 00:13:56,B1001,Código do Destino,Mariana Alves,Ficção,Editora Alfa,978-85-23434-8,1,24.69,0,0.0,24.69,C92667,60,F,Rio de Janeiro,Pix,Loja Física,PROMO5,False,,216,215
5716,2023-11-18 05:57:38,B1010,Contos da Estrada,Rafael Costa,Ciência,Nova Página,978-85-37460-4,2,84.11,30,25.23,117.76,C38604,36,F,Rio de Janeiro,Cartão de Débito,Loja Física,BLACKFRIDAY,False,,360,358
714,2023-11-18 07:04:17,B1005,Guia do Programador Prático,Lucas Ferreira,Técnico,Editora Alfa,978-85-59797-1,2,49.17,0,0.0,98.34,C43457,61,O,Salvador,Pix,E-commerce,,False,,184,182
2844,2023-11-18 07:27:25,B1013,Design de Produtos,Lucas Ferreira,Culinária,Nova Página,978-85-51347-6,1,46.43,20,9.29,37.14,C98030,45,O,São Paulo,Pix,Loja Física,BLACKFRIDAY,False,,127,126
9844,2023-11-18 11:52:20,B1012,A Viagem Interior,Mariana Alves,Autoajuda,Editora Alfa,978-85-99733-5,1,103.67,0,0.0,103.67,C79401,62,F,Recife,Cartão de Débito,E-commerce,VERAO10,False,,415,414
3569,2023-11-18 13:29:15,B1000,A História Perdida,Henrique Pires,Autoajuda,Nova Página,978-85-93810-1,1,17.97,0,0.0,17.97,C80286,43,M,Rio de Janeiro,Cartão de Débito,E-commerce,,False,,152,151
9706,2023-11-18 14:30:43,B1007,Mistérios de Lisboa,Lucas Ferreira,Autoajuda,Editora Alfa,978-85-48427-9,2,112.24,0,0.0,224.48,C46146,46,F,Recife,Pix,Aplicativo Mobile,PROMO5,False,,188,186
4585,2023-11-18 17:30:59,B1013,Design de Produtos,Lucas Ferreira,Culinária,Nova Página,978-85-51347-6,2,44.98,15,6.75,76.46,C81825,55,M,Belo Horizonte,Cartão de Crédito,E-commerce,,False,,109,107
7900,2023-11-18 18:50:09,B1011,Física Sem Medo,Laura S. Nunes,Fantasia,Nova Página,978-85-80010-3,2,28.18,10,2.82,50.72,C92508,37,F,Rio de Janeiro,Pix,Aplicativo Mobile,BLACKFRIDAY,False,,196,194
5706,2023-11-18 20:01:29,B1008,O Jardim das Palavras,Henrique Pires,Não-Ficção,Saber Press,978-85-16006-3,2,90.62,0,0.0,181.24,C67393,14,F,Curitiba,Boleto,Aplicativo Mobile,LANCAMENTO,False,,50,48
5810,2023-11-18 20:52:37,B1009,Manual do Investidor,Clara M. Duarte,Culinária,Luz & Letras,978-85-46434-7,2,76.81,5,3.84,145.94,C97030,25,F,São Paulo,Cartão de Crédito,Marketplace,VERAO10,False,3.0,196,194
7868,2023-11-19 01:16:03,B1007,Mistérios de Lisboa,Lucas Ferreira,Autoajuda,Editora Alfa,978-85-48427-9,1,112.11,0,0.0,112.11,C91446,47,O,Recife,Cartão de Débito,E-commerce,LANCAMENTO,False,,202,201
2864,2023-11-19 02:31:08,B1000,A História Perdida,Henrique Pires,Autoajuda,Nova Página,978-85-93810-1,2,15.33,0,0.0,30.66,C99867,31,M,Salvador,Pix,E-commerce,,False,4.0,153,151
7878,2023-11-19 03:12:58,B1006,Cozinha em 30 Minutos,Ana Beatriz Lima,Não-Ficção,Mundo Editoral,978-85-70217-8,3,26.29,0,0.0,78.87,C35700,33,M,Recife,Cartão de Débito,Marketplace,BLACKFRIDAY,False,,490,487
9237,2023-11-19 04:19:45,B1008,O Jardim das Palavras,Henrique Pires,Não-Ficção,Saber Press,978-85-16006-3,1,95.17,0,0.0,95.17,C57197,34,M,Rio de Janeiro,Pix,E-commerce,BLACKFRIDAY,False,,58,57
1610,2023-11-19 05:16:10,B1003,Matemática para Curiosos,Mariana Alves,Romance,Saber Press,978-85-64987-3,2,69.06,5,3.45,131.22,C86820,38,F,Salvador,Pix,Aplicativo Mobile,LANCAMENTO,False,,153,151
8251,2023-11-19 07:12:25,B1013,Design de Produtos,Lucas Ferreira,Culinária,Nova Página,978-85-51347-6,2,42.46,0,0.0,84.92,C77272,25,M,Porto Alegre,Cartão de Débito,Loja Física,VERAO10,False,,127,125
3299,2023-11-19 07:58:57,B1016,Biografias Iluminadas,Sofia Amaral,Biografia,Editora Alfa,978-85-86484-6,1,60.59,0,0.0,60.59,C93032,19,M,Belo Horizonte,Pix,E-commerce,PROMO5,False,,74,73
6130,2023-11-19 08:04:24,B1013,Design de Produtos,Lucas Ferreira,Culinária,Nova Página,978-85-51347-6,1,39.49,0,0.0,39.49,C33992,39,O,Salvador,Cartão de Crédito,Loja Física,,False,,126,125
6847,2023-11-19 09:15:33,B1010,Contos da Estrada,Rafael Costa,Ciência,Nova Página,978-85-37460-4,2,86.47,0,0.0,172.94,C39223,29,O,Porto Alegre,Pix,Loja Física,LANCAMENTO,False,,354,352
5226,2023-11-19 11:18:36,B1016,Biografias Iluminadas,Sofia Amaral,Biografia,Editora Alfa,978-85-86484-6,3,48.47,0,0.0,145.41,C32891,21,F,Fortaleza,Dinheiro,Loja Física,,False,4.0,88,85
8338,2023-11-19 12:23:04,B1015,Romance em Fuga,Laura S. Nunes,Ciência,Saber Press,978-85-28301-3,1,89.27,0,0.0,89.27,C58149,26,M,Rio de Janeiro,Pix,Marketplace,BLACKFRIDAY,False,,287,286
7713,2023-11-19 16:46:57,B1014,Arte e Técnica,Pedro Monteiro,Romance,Luz & Letras,978-85-95909-7,2,58.5,0,0.0,117.0,C90396,19,M,São Paulo,Cartão de Crédito,E-commerce,VERAO10,False,5.0,481,479
6931,2023-11-19 21:39:14,B1011,Física Sem Medo,Laura S. Nunes,Fantasia,Nova Página,978-85-80010-3,1,29.44,0,0.0,29.44,C84497,38,O,Curitiba,Cartão de Crédito,Aplicativo Mobile,,False,,207,206
1016,2023-11-19 22:11:55,B1004,O Pintor de Almas,Guilherme Rocha,Não-Ficção,Editora Alfa,978-85-54597-4,1,31.19,0,0.0,31.19,C20552,50,O,Recife,Dinheiro,E-commerce,BLACKFRIDAY,False,3.0,399,398
3960,2023-11-19 23:24:24,B1004,O Pintor de Almas,Guilherme Rocha,Não-Ficção,Editora Alfa,978-85-54597-4,1,30.43,30,9.13,21.3,C68650,25,M,Rio de Janeiro,Cartão de Débito,E-commerce,VERAO10,False,5.0,390,389
6274,2023-11-20 02:58:32,B1002,Noites de Verão,Sofia Amaral,Autoajuda,Mundo Editoral,978-85-38657-3,1,71.65,0,0.0,71.65,C24745,39,O,Salvador,Pix,E-commerce,LANCAMENTO,False,,30,29
3388,2023-11-20 03:59:11,B1012,A Viagem Interior,Mariana Alves,Autoajuda,Editora Alfa,978-85-99733-5,1,101.06,0,0.0,101.06,C16675,28,O,Fortaleza,Cartão de Crédito,E-commerce,,False,,414,413
849,2023-11-20 04:27:10,B1010,Contos da Estrada,Rafael Costa,Ciência,Nova Página,978-85-37460-4,1,69.64,5,3.48,66.16,C53105,39,F,Fortaleza,Pix,E-commerce,BLACKFRIDAY,False,,350,349
432,2023-11-20 04:47:21,B1003,Matemática para Curiosos,Mariana Alves,Romance,Saber Press,978-85-64987-3,2,59.45,30,17.84,83.22,C90864,47,M,Porto Alegre,Pix,E-commerce,,False,1.0,158,156
1095,2023-11-20 08:13:20,B1007,Mistérios de Lisboa,Lucas Ferreira,Autoajuda,Editora Alfa,978-85-48427-9,3,99.52,0,0.0,298.56,C38307,18,F,São Paulo,Cartão de Débito,Aplicativo Mobile,,False,1.0,188,185
8202,2023-11-20 08:21:58,B1008,O Jardim das Palavras,Henrique Pires,Não-Ficção,Saber Press,978-85-16006-3,1,87.4,15,13.11,74.29,C37250,32,M,Rio de Janeiro,Cartão de Crédito,Marketplace,BLACKFRIDAY,False,5.0,40,39
227,2023-11-20 10:53:43,B1011,Física Sem Medo,Laura S. Nunes,Fantasia,Nova Página,978-85-80010-3,1,27.86,10,2.79,25.07,C94092,57,O,Belo Horizonte,Cartão de Crédito,E-commerce,PROMO5,False,,208,207
1729,2023-11-20 11:06:25,B1006,Cozinha em 30 Minutos,Ana Beatriz Lima,Não-Ficção,Mundo Editoral,978-85-70217-8,2,30.21,0,0.0,60.42,C87417,38,O,Rio de Janeiro,Pix,E-commerce,LANCAMENTO,False,2.0,485,483
9629,2023-11-20 11:27:37,B1000,A História Perdida,Henrique Pires,Autoajuda,Nova Página,978-85-93810-1,1,12.8,10,1.28,11.52,C42993,40,M,Belo Horizonte,Dinheiro,E-commerce,LANCAMENTO,False,4.0,156,155
3139,2023-11-20 16:54:44,B1000,A História Perdida,Henrique Pires,Autoajuda,Nova Página,978-85-93810-1,3,18.21,20,3.64,43.71,C42820,63,F,Recife,Cartão de Crédito,Aplicativo Mobile,,False,,157,154
8488,2023-11-20 18:21:36,B1012,A Viagem Interior,Mariana Alves,Autoajuda,Editora Alfa,978-85-99733-5,1,92.15,15,13.82,78.33,C25889,48,F,São Paulo,Pix,Aplicativo Mobile,VERAO10,False,4.0,403,402
2271,2023-11-20 19:35:40,B1014,Arte e Técnica,Pedro Monteiro,Romance,Luz & Letras,978-85-95909-7,1,59.43,0,0.0,59.43,C15392,20,O,Fortaleza,Pix,E-commerce,LANCAMENTO,False,2.0,480,479
6073,2023-11-20 19:38:16,B1003,Matemática para Curiosos,Mariana Alves,Romance,Saber Press,978-85-64987-3,1,62.7,0,0.0,62.7,C64646,42,F,Fortaleza,Cartão de Crédito,E-commerce,BLACKFRIDAY,False,,142,141
1557,2023-11-20 20:42:56,B1010,Contos da Estrada,Rafael Costa,Ciência,Nova Página,978-85-37460-4,1,103.94,0,0.0,103.94,C71662,58,F,Rio de Janeiro,Cartão de Débito,E-commerce,,False,5.0,362,361
6920,2023-11-20 21:18:13,B1007,Mistérios de Lisboa,Lucas Ferreira,Autoajuda,Editora Alfa,978-85-48427-9,2,108.52,0,0.0,217.04,C74516,50,O,São Paulo,Pix,Loja Física,VERAO10,False,1.0,202,200
2198,2023-11-20 21:18:30,B1005,Guia do Programador Prático,Lucas Ferreira,Técnico,Editora Alfa,978-85-59797-1,2,58.64,0,0.0,117.28,C25558,36,O,Rio de Janeiro,Cartão de Débito,E-commerce,,False,1.0,177,175
4445,2023-11-20 22:40:14,B1008,O Jardim das Palavras,Henrique Pires,Não-Ficção,Saber Press,978-85-16006-3,3,96.42,0,0.0,289.26,C56578,54,M,Salvador,Cartão de Débito,Loja Física,,False,,41,38
2399,2023-11-21 00:42:20,B1000,A História Perdida,Henrique Pires,Autoajuda,Nova Página,978-85-93810-1,1,15.82,0,0.0,15.82,C15416,27,F,Fortaleza,Cartão de Débito,Marketplace,BLACKFRIDAY,False,,155,154
9393,2023-11-21 01:35:07,B1003,Matemática para Curiosos,Mariana Alves,Romance,Saber Press,978-85-64987-3,1,56.79,0,0.0,56.79,C53889,43,F,Rio de Janeiro,Pix,E-commerce,,False,5.0,143,142
6432,2023-11-21 02:06:18,B1003,Matemática para Curiosos,Mariana Alves,Romance,Saber Press,978-85-64987-3,2,64.98,10,6.5,116.96,C50909,62,O,Salvador,Cartão de Crédito,E-commerce,,False,,158,156
3436,2023-11-21 04:07:33,B1010,Contos da Estrada,Rafael Costa,Ciência,Nova Página,978-85-37460-4,2,75.78,15,11.37,128.82,C31296,58,O,Curitiba,Cartão de Crédito,E-commerce,,False,5.0,356,354
1960,2023-11-21 05:12:13,B1006,Cozinha em 30 Minutos,Ana Beatriz Lima,Não-Ficção,Mundo Editoral,978-85-70217-8,1,28.99,0,0.0,28.99,C67215,50,M,Porto Alegre,Cartão de Crédito,Aplicativo Mobile,PROMO5,False,,488,487
2579,2023-11-21 08:51:54,B1011,Física Sem Medo,Laura S. Nunes,Fantasia,Nova Página,978-85-80010-3,3,32.97,0,0.0,98.91,C67851,18,O,Rio de Janeiro,Cartão de Crédito,Loja Física,,False,2.0,203,200
3721,2023-11-21 10:22:21,B1012,A Viagem Interior,Mariana Alves,Autoajuda,Editora Alfa,978-85-99733-5,1,101.0,0,0.0,101.0,C63581,46,M,Recife,Cartão de Débito,E-commerce,VERAO10,False,,416,415
2576,2023-11-21 12:30:23,B1010,Contos da Estrada,Rafael Costa,Ciência,Nova Página,978-85-37460-4,2,90.82,0,0.0,181.64,C21587,45,M,Curitiba,Pix,Loja Física,VERAO10,False,1.0,353,351
2615,2023-11-21 13:19:08,B1012,A Viagem Interior,Mariana Alves,Autoajuda,Editora Alfa,978-85-99733-5,3,100.19,0,0.0,300.57,C96514,35,O,Salvador,Boleto,Aplicativo Mobile,,False,,402,399
993,2023-11-21 14:06:40,B1003,Matemática para Curiosos,Mariana Alves,Romance,Saber Press,978-85-64987-3,3,59.27,10,5.93,160.02,C62413,48,M,Curitiba,Pix,Marketplace,LANCAMENTO,False,,151,148
2193,2023-11-21 15:14:49,B1004,O Pintor de Almas,Guilherme Rocha,Não-Ficção,Editora Alfa,978-85-54597-4,1,25.43,0,0.0,25.43,C98696,43,F,Belo Horizonte,Dinheiro,E-commerce,,False,2.0,394,393
1616,2023-11-21 16:50:43,B1005,Guia do Programador Prático,Lucas Ferreira,Técnico,Editora Alfa,978-85-59797-1,1,48.21,0,0.0,48.21,C37049,40,M,Curitiba,Cartão de Crédito,Loja Física,VERAO10,False,2.0,179,178
9011,2023-11-21 17:55:57,B1007,Mistérios de Lisboa,Lucas Ferreira,Autoajuda,Editora Alfa,978-85-48427-9,1,93.97,0,0.0,93.97,C29219,32,F,São Paulo,Pix,Marketplace,PROMO5,False,3.0,202,201
7513,2023-11-21 20:14:52,B1005,Guia do Programador Prático,Lucas Ferreira,Técnico,Editora Alfa,978-85-59797-1,1,53.79,0,0.0,53.79,C45539,46,F,Porto Alegre,Cartão de Crédito,Loja Física,VERAO10,False,,194,193
9333,2023-11-21 21:40:38,B1005,Guia do Programador Prático,Lucas Ferreira,Técnico,Editora Alfa,978-85-59797-1,2,55.62,5,2.78,105.68,C27973,25,F,Rio de Janeiro,Cartão de Crédito,Aplicativo Mobile,VERAO10,False,1.0,192,190
1992,2023-11-22 02:53:10,B1012,A Viagem Interior,Mariana Alves,Autoajuda,Editora Alfa,978-85-99733-5,2,97.86,30,29.36,137.0,C62317,13,O,Rio de Janeiro,Cartão de Crédito,Aplicativo Mobile,,False,,407,405
5390,2023-11-22 04:30:32,B1002,Noites de Verão,Sofia Amaral,Autoajuda,Mundo Editoral,978-85-38657-3,2,72.28,0,0.0,144.56,C41998,53,M,Belo Horizonte,Dinheiro,Marketplace,,False,,14,12
3008,2023-11-22 06:18:11,B1015,Romance em Fuga,Laura S. Nunes,Ciência,Saber Press,978-85-28301-3,3,88.03,0,0.0,264.09,C43847,35,O,Belo Horizonte,Cartão de Crédito,Loja Física,BLACKFRIDAY,False,,277,274
9765,2023-11-22 08:58:59,B1010,Contos da Estrada,Rafael Costa,Ciência,Nova Página,978-85-37460-4,2,79.08,0,0.0,158.16,C21943,45,F,Belo Horizonte,Pix,Aplicativo Mobile,LANCAMENTO,False,,355,353
1619,2023-11-22 10:22:47,B1014,Arte e Técnica,Pedro Monteiro,Romance,Luz & Letras,978-85-95909-7,1,57.2,15,8.58,48.62,C63728,39,M,São Paulo,Pix,Marketplace,,False,,481,480
3242,2023-11-22 10:41:45,B1015,Romance em Fuga,Laura S. Nunes,Ciência,Saber Press,978-85-28301-3,1,99.69,0,0.0,99.69,C88495,38,M,Recife,Cartão de Débito,Loja Física,BLACKFRIDAY,False,,294,293
4597,2023-11-22 13:04:07,B1001,Código do Destino,Mariana Alves,Ficção,Editora Alfa,978-85-23434-8,1,22.95,10,2.29,20.66,C15572,45,O,Porto Alegre,Pix,E-commerce,,False,,236,235
1289,2023-11-22 13:11:57,B1003,Matemática para Curiosos,Mariana Alves,Romance,Saber Press,978-85-64987-3,1,59.28,15,8.89,50.39,C53749,28,M,Rio de Janeiro,Cartão de Crédito,E-commerce,,False,,153,152
6018,2023-11-22 13:26:35,B1002,Noites de Verão,Sofia Amaral,Autoajuda,Mundo Editoral,978-85-38657-3,1,74.38,0,0.0,74.38,C30643,23,F,Fortaleza,Cartão de Débito,E-commerce,LANCAMENTO,False,,23,22
